,states,fsmt,chc
0,10,0.006000775238499045,0.10137853985652327
1,20,0.005802630633115769,1.0490277042612433
2,30,0.006558324256911874,1.3856611686293037
3,40,0.007058498216792941,4.8168954125605525
4,50,0.008433357253670693,9.736316246492787
