,states,fsmt,chc
0,10,0.006373987765982747,0.16179073294624685
1,20,0.005816106032580137,0.8057205454912036
2,30,0.007529951073229313,2.008217155653983
3,40,0.007579762022942305,3.820794473402202
4,50,0.008055048435926438,7.291775998985395
