,states,fsm_safety-sat,fsm_safety-unsat,ric3_safety-sat,ric3_safety-unsat,avr_safety-sat,avr_safety-unsat
0,16,0.050255947606638075,0.020163379330188035,0.022067398624494673,0.022589811030775307,0.06643810723908246,0.0721338966395706
