,states,fsm_safety-sat,fsm_safety-unsat,ric3_safety-sat,ric3_safety-unsat,avr_safety-sat,avr_safety-unsat
0,3,0.007320857420563698,0.006901563890278339,0.021749398671090603,0.021003676718100904,0.0729948999825865,0.06935333795845508
1,7,0.021428421977907418,0.010460135247558355,0.0242775013204664,0.020785757200792433,0.07449827333912254,0.07191071137785912
